date,sales,temperature,marketing_spend,product_category,store_location,day_of_week,is_weekend,month,year,quarter
2021-10-23,180.09,6.6,1493.4,Clothing,South,Saturday,1,October,2021,Q4
2021-10-24,203.16,6.9,1314.63,Sports,East,Sunday,1,October,2021,Q4
2021-10-25,210.08,8.9,1122.22,Electronics,Central,Monday,0,October,2021,Q4
2021-10-26,206.34,10.9,1321.2,Home,Central,Tuesday,0,October,2021,Q4
2021-10-27,201.3,5.4,1434.55,Clothing,West,Wednesday,0,October,2021,Q4
2021-10-28,184.97,8.0,1308.35,Electronics,Central,Thursday,0,October,2021,Q4
2021-10-29,202.05,7.6,1051.89,Sports,North,Friday,0,October,2021,Q4
2021-10-30,175.0,7.9,1201.56,Home,North,Saturday,1,October,2021,Q4
2021-10-31,233.67,8.1,1159.77,Home,North,Sunday,1,October,2021,Q4
2021-11-01,250.01,11.8,1158.54,Electronics,South,Monday,0,November,2021,Q4
2021-11-02,216.87,5.8,1236.0,Electronics,Central,Tuesday,0,November,2021,Q4
2021-11-03,222.29,2.7,1245.21,Home,North,Wednesday,0,November,2021,Q4
2021-11-04,209.8,5.4,969.58,Home,West,Thursday,0,November,2021,Q4
2021-11-05,198.61,9.9,1231.1,Electronics,South,Friday,0,November,2021,Q4
2021-11-06,218.26,7.8,1226.33,Electronics,West,Saturday,1,November,2021,Q4
2021-11-07,234.23,6.5,1029.18,Electronics,Central,Sunday,1,November,2021,Q4
2021-11-08,275.01,4.8,1063.36,Books,East,Monday,0,November,2021,Q4
2021-11-09,263.67,8.9,1092.89,Sports,West,Tuesday,0,November,2021,Q4
2021-11-10,251.43,10.3,642.65,Books,East,Wednesday,0,November,2021,Q4
2021-11-11,229.73,9.5,1039.94,Electronics,South,Thursday,0,November,2021,Q4
2021-11-12,206.25,8.0,638.62,Books,West,Friday,0,November,2021,Q4
2021-11-13,221.54,9.3,626.72,Electronics,West,Saturday,1,November,2021,Q4
2021-11-14,247.08,9.5,774.3,Clothing,South,Sunday,1,November,2021,Q4
2021-11-15,238.58,9.8,277.3,Sports,South,Monday,0,November,2021,Q4
2021-11-16,,5.9,713.73,Clothing,North,Tuesday,0,November,2021,Q4
2021-11-17,224.24,10.2,849.03,Clothing,Central,Wednesday,0,November,2021,Q4
2021-11-18,205.07,8.5,299.24,Electronics,West,Thursday,0,November,2021,Q4
2021-11-19,210.12,13.1,823.8,Electronics,West,Friday,0,November,2021,Q4
2021-11-20,216.71,10.6,445.72,Home,South,Saturday,1,November,2021,Q4
2021-11-21,224.91,12.9,608.36,Home,South,Sunday,1,November,2021,Q4
2021-11-22,250.37,9.7,439.89,Sports,Central,Monday,0,November,2021,Q4
2021-11-23,224.13,10.0,650.99,Home,South,Tuesday,0,November,2021,Q4
2021-11-24,226.12,15.5,729.46,Home,East,Wednesday,0,November,2021,Q4
2021-11-25,211.53,12.5,644.25,Electronics,East,Thursday,0,November,2021,Q4
2021-11-26,200.51,9.3,506.8,Electronics,East,Friday,0,November,2021,Q4
2021-11-27,220.1,14.3,407.57,Books,East,Saturday,1,November,2021,Q4
2021-11-28,224.56,10.2,486.44,Electronics,Central,Sunday,1,November,2021,Q4
2021-11-29,260.39,12.7,631.5,Home,West,Monday,0,November,2021,Q4
2021-11-30,248.94,17.8,640.79,Electronics,East,Tuesday,0,November,2021,Q4
2021-12-01,233.57,8.2,617.76,Home,South,Wednesday,0,December,2021,Q4
2021-12-02,237.29,12.2,258.34,Home,East,Thursday,0,December,2021,Q4
2021-12-03,219.41,14.2,519.87,Electronics,Central,Friday,0,December,2021,Q4
2021-12-04,226.45,15.5,409.72,Electronics,South,Saturday,1,December,2021,Q4
2021-12-05,245.21,9.7,683.59,Home,East,Sunday,1,December,2021,Q4
2021-12-06,280.08,9.0,413.99,Clothing,West,Monday,0,December,2021,Q4
2021-12-07,259.22,17.1,675.89,Electronics,South,Tuesday,0,December,2021,Q4
2021-12-08,275.2,11.9,549.56,Home,South,Wednesday,0,December,2021,Q4
2021-12-09,221.81,12.1,252.61,Electronics,West,Thursday,0,December,2021,Q4
2021-12-10,255.7,19.2,838.86,Sports,South,Friday,0,December,2021,Q4
2021-12-11,251.0,15.0,673.55,Clothing,East,Saturday,1,December,2021,Q4
2021-12-12,264.03,15.3,961.3,Electronics,South,Sunday,1,December,2021,Q4
2021-12-13,268.61,14.8,401.98,Home,East,Monday,0,December,2021,Q4
2021-12-14,331.64,11.9,706.96,Clothing,West,Tuesday,0,December,2021,Q4
2021-12-15,249.53,17.8,753.35,Electronics,North,Wednesday,0,December,2021,Q4
2021-12-16,242.63,17.3,883.03,Clothing,West,Thursday,0,December,2021,Q4
2021-12-17,226.14,16.8,597.14,Electronics,East,Friday,0,December,2021,Q4
2021-12-18,234.66,16.2,1004.85,Electronics,Central,Saturday,1,December,2021,Q4
2021-12-19,244.42,15.9,1312.75,Electronics,West,Sunday,1,December,2021,Q4
2021-12-20,256.16,19.8,1060.03,Clothing,Central,Monday,0,December,2021,Q4
2021-12-21,254.23,16.9,1018.57,Electronics,Central,Tuesday,0,December,2021,Q4
2021-12-22,217.2,17.4,759.39,Home,East,Wednesday,0,December,2021,Q4
2021-12-23,204.54,19.4,914.74,Home,East,Thursday,0,December,2021,Q4
2021-12-24,221.56,18.7,1092.79,Clothing,North,Friday,0,December,2021,Q4
2021-12-25,227.25,23.3,1031.86,Sports,South,Saturday,1,December,2021,Q4
2021-12-26,242.25,13.3,1376.26,Sports,West,Sunday,1,December,2021,Q4
2021-12-27,256.86,19.7,1310.11,Home,East,Monday,0,December,2021,Q4
2021-12-28,258.55,17.0,1773.21,Home,West,Tuesday,0,December,2021,Q4
2021-12-29,236.72,16.5,1068.79,Electronics,Central,Wednesday,0,December,2021,Q4
2021-12-30,221.68,18.2,1300.52,Sports,South,Thursday,0,December,2021,Q4
2021-12-31,230.73,20.0,1044.7,Electronics,North,Friday,0,December,2021,Q4
2022-01-01,233.03,20.4,902.84,Clothing,West,Saturday,1,January,2022,Q1
2022-01-02,267.41,15.8,1516.12,Home,South,Sunday,1,January,2022,Q1
2022-01-03,260.08,19.0,1493.33,Electronics,North,Monday,0,January,2022,Q1
2022-01-04,286.16,21.7,1243.6,Electronics,West,Tuesday,0,January,2022,Q1
2022-01-05,267.16,18.5,1451.62,Home,South,Wednesday,0,January,2022,Q1
2022-01-06,251.04,18.1,1323.54,Home,East,Thursday,0,January,2022,Q1
2022-01-07,255.54,14.9,1364.75,Home,West,Friday,0,January,2022,Q1
2022-01-08,273.65,19.9,1411.47,Sports,South,Saturday,1,January,2022,Q1
2022-01-09,284.3,18.7,1305.83,Electronics,North,Sunday,1,January,2022,Q1
2022-01-10,265.74,19.5,1349.07,Electronics,South,Monday,0,January,2022,Q1
2022-01-11,266.05,21.9,1359.57,Home,East,Tuesday,0,January,2022,Q1
2022-01-12,254.97,21.1,1584.27,Clothing,West,Wednesday,0,January,2022,Q1
2022-01-13,243.4,19.7,944.85,Home,West,Thursday,0,January,2022,Q1
2022-01-14,241.64,17.1,1451.74,Electronics,West,Friday,0,January,2022,Q1
2022-01-15,236.98,24.6,1274.87,Clothing,East,Saturday,1,January,2022,Q1
2022-01-16,260.29,26.2,1274.84,Clothing,North,Sunday,1,January,2022,Q1
2022-01-17,258.54,23.0,1370.4,Home,West,Monday,0,January,2022,Q1
2022-01-18,253.1,23.7,1460.72,Clothing,North,Tuesday,0,January,2022,Q1
2022-01-19,226.77,24.7,1406.51,Clothing,South,Wednesday,0,January,2022,Q1
2022-01-20,213.61,29.7,1220.2,Clothing,North,Thursday,0,January,2022,Q1
2022-01-21,203.57,20.5,1558.86,Electronics,North,Friday,0,January,2022,Q1
2022-01-22,216.81,24.2,1213.48,Electronics,West,Saturday,1,January,2022,Q1
2022-01-23,253.71,20.5,1224.63,Clothing,Central,Sunday,1,January,2022,Q1
2022-01-24,244.38,27.0,1404.23,Clothing,Central,Monday,0,January,2022,Q1
2022-01-25,276.83,25.7,1385.47,Clothing,East,Tuesday,0,January,2022,Q1
2022-01-26,240.89,27.0,1171.55,Clothing,East,Wednesday,0,January,2022,Q1
2022-01-27,223.78,27.1,677.73,Home,Central,Thursday,0,January,2022,Q1
2022-01-28,211.56,29.8,1057.64,Sports,South,Friday,0,January,2022,Q1
2022-01-29,240.39,28.7,1235.75,Electronics,West,Saturday,1,January,2022,Q1
2022-01-30,247.66,29.8,1308.73,Electronics,West,Sunday,1,January,2022,Q1
2022-01-31,268.24,24.3,1121.96,Electronics,South,Monday,0,January,2022,Q1
2022-02-01,291.53,31.3,1008.16,Home,South,Tuesday,0,February,2022,Q1
2022-02-02,251.97,25.8,1528.23,Clothing,Central,Wednesday,0,February,2022,Q1
2022-02-03,251.14,26.2,960.38,Electronics,East,Thursday,0,February,2022,Q1
2022-02-04,230.74,29.2,1122.45,Home,South,Friday,0,February,2022,Q1
2022-02-05,249.74,29.5,698.11,Electronics,East,Saturday,1,February,2022,Q1
2022-02-06,286.1,25.6,712.38,Home,North,Sunday,1,February,2022,Q1
2022-02-07,273.27,28.5,1025.51,Clothing,West,Monday,0,February,2022,Q1
2022-02-08,293.48,33.7,1071.09,Home,Central,Tuesday,0,February,2022,Q1
2022-02-09,265.84,25.0,751.05,Electronics,West,Wednesday,0,February,2022,Q1
2022-02-10,235.91,34.1,426.9,Sports,Central,Thursday,0,February,2022,Q1
2022-02-11,241.84,29.1,731.75,Home,North,Friday,0,February,2022,Q1
2022-02-12,253.41,23.0,772.92,Electronics,West,Saturday,1,February,2022,Q1
2022-02-13,264.2,26.1,725.87,Electronics,North,Sunday,1,February,2022,Q1
2022-02-14,249.75,27.5,565.93,Clothing,Central,Monday,0,February,2022,Q1
2022-02-15,250.8,28.7,622.09,Sports,South,Tuesday,0,February,2022,Q1
2022-02-16,236.4,30.4,478.47,Sports,West,Wednesday,0,February,2022,Q1
2022-02-17,219.02,22.8,383.63,Clothing,North,Thursday,0,February,2022,Q1
2022-02-18,218.86,31.7,736.61,Sports,West,Friday,0,February,2022,Q1
2022-02-19,222.34,28.1,586.55,Electronics,West,Saturday,1,February,2022,Q1
2022-02-20,222.09,35.6,520.47,Electronics,West,Sunday,1,February,2022,Q1
2022-02-21,248.11,30.8,434.98,Books,East,Monday,0,February,2022,Q1
2022-02-22,245.18,34.6,488.44,Sports,North,Tuesday,0,February,2022,Q1
2022-02-23,228.28,35.3,546.92,Clothing,North,Wednesday,0,February,2022,Q1
2022-02-24,217.73,35.3,853.33,Sports,West,Thursday,0,February,2022,Q1
2022-02-25,211.88,30.5,633.65,Books,South,Friday,0,February,2022,Q1
2022-02-26,220.01,30.7,367.04,Sports,West,Saturday,1,February,2022,Q1
2022-02-27,233.61,31.9,369.15,Sports,East,Sunday,1,February,2022,Q1
2022-02-28,230.48,34.6,340.4,Sports,Central,Monday,0,February,2022,Q1
2022-03-01,249.78,31.3,467.49,Electronics,East,Tuesday,0,March,2022,Q1
2022-03-02,234.35,32.6,352.36,Sports,South,Wednesday,0,March,2022,Q1
2022-03-03,221.84,33.9,619.44,Electronics,West,Thursday,0,March,2022,Q1
2022-03-04,204.89,30.5,7.7,Sports,North,Friday,0,March,2022,Q1
2022-03-05,219.86,30.4,657.64,Clothing,West,Saturday,1,March,2022,Q1
2022-03-06,260.42,33.0,622.06,Home,South,Sunday,1,March,2022,Q1
2022-03-07,261.75,33.5,838.03,Clothing,North,Monday,0,March,2022,Q1
2022-03-08,266.01,35.0,781.35,Electronics,East,Tuesday,0,March,2022,Q1
2022-03-09,244.16,35.8,491.69,Electronics,Central,Wednesday,0,March,2022,Q1
2022-03-10,228.23,30.6,805.53,Books,Central,Thursday,0,March,2022,Q1
2022-03-11,232.51,31.5,644.99,Books,West,Friday,0,March,2022,Q1
2022-03-12,227.21,31.1,319.25,Clothing,East,Saturday,1,March,2022,Q1
2022-03-13,248.52,38.4,766.81,Books,South,Sunday,1,March,2022,Q1
2022-03-14,251.06,33.9,640.41,Sports,Central,Monday,0,March,2022,Q1
2022-03-15,244.34,34.3,796.68,Home,East,Tuesday,0,March,2022,Q1
2022-03-16,226.48,34.6,1159.28,Electronics,West,Wednesday,0,March,2022,Q1
2022-03-17,212.47,32.3,907.14,Books,North,Thursday,0,March,2022,Q1
2022-03-18,197.81,39.2,692.58,Home,West,Friday,0,March,2022,Q1
2022-03-19,222.24,35.8,1123.3,Sports,West,Saturday,1,March,2022,Q1
2022-03-20,214.52,34.8,1037.63,Sports,East,Sunday,1,March,2022,Q1
2022-03-21,229.14,31.4,772.97,Sports,Central,Monday,0,March,2022,Q1
2022-03-22,219.87,31.3,713.63,Home,East,Tuesday,0,March,2022,Q1
2022-03-23,220.72,33.9,874.12,Electronics,North,Wednesday,0,March,2022,Q1
2022-03-24,190.76,32.7,1271.22,Clothing,East,Thursday,0,March,2022,Q1
2022-03-25,194.05,31.7,1077.5,Clothing,South,Friday,0,March,2022,Q1
2022-03-26,179.13,33.8,1187.24,Electronics,West,Saturday,1,March,2022,Q1
2022-03-27,214.07,34.3,935.66,Home,Central,Sunday,1,March,2022,Q1
2022-03-28,231.77,35.4,1407.38,Home,North,Monday,0,March,2022,Q1
2022-03-29,221.02,33.5,861.92,Sports,West,Tuesday,0,March,2022,Q1
2022-03-30,216.86,32.0,1162.82,Electronics,East,Wednesday,0,March,2022,Q1
2022-03-31,187.4,32.1,1405.09,Clothing,South,Thursday,0,March,2022,Q1
2022-04-01,205.05,38.6,1122.8,Electronics,East,Friday,0,April,2022,Q2
2022-04-02,227.12,31.2,1494.4,Electronics,West,Saturday,1,April,2022,Q2
2022-04-03,220.2,36.1,1220.17,Electronics,North,Sunday,1,April,2022,Q2
2022-04-04,232.4,36.5,1169.3,Home,Central,Monday,0,April,2022,Q2
2022-04-05,249.45,34.6,1690.31,Electronics,West,Tuesday,0,April,2022,Q2
2022-04-06,236.62,40.3,1480.18,Home,North,Wednesday,0,April,2022,Q2
2022-04-07,201.03,36.4,1567.4,Electronics,West,Thursday,0,April,2022,Q2
2022-04-08,198.71,40.4,1679.17,Sports,South,Friday,0,April,2022,Q2
2022-04-09,210.82,32.9,961.29,Sports,East,Saturday,1,April,2022,Q2
2022-04-10,216.83,32.9,1619.36,Books,Central,Sunday,1,April,2022,Q2
2022-04-11,230.56,36.4,1345.06,Sports,North,Monday,0,April,2022,Q2
2022-04-12,223.88,34.0,1373.84,Books,Central,Tuesday,0,April,2022,Q2
2022-04-13,208.1,39.8,1587.18,Sports,Central,Wednesday,0,April,2022,Q2
2022-04-14,196.81,35.7,1424.65,Home,Central,Thursday,0,April,2022,Q2
2022-04-15,192.28,31.5,1611.31,Electronics,North,Friday,0,April,2022,Q2
2022-04-16,212.64,29.3,1476.98,Electronics,North,Saturday,1,April,2022,Q2
2022-04-17,200.75,34.3,1509.17,Electronics,Central,Sunday,1,April,2022,Q2
2022-04-18,227.62,34.2,1365.55,Home,East,Monday,0,April,2022,Q2
2022-04-19,208.13,35.3,1236.41,Clothing,West,Tuesday,0,April,2022,Q2
2022-04-20,190.73,37.9,1284.95,Sports,Central,Wednesday,0,April,2022,Q2
2022-04-21,179.3,37.4,1393.95,Books,South,Thursday,0,April,2022,Q2
2022-04-22,154.89,32.4,1761.45,Clothing,Central,Friday,0,April,2022,Q2
2022-04-23,178.73,30.1,1665.95,Clothing,North,Saturday,1,April,2022,Q2
2022-04-24,192.5,30.2,1216.67,Books,West,Sunday,1,April,2022,Q2
2022-04-25,205.78,31.6,1333.45,Electronics,South,Monday,0,April,2022,Q2
2022-04-26,199.74,32.6,1236.35,Sports,West,Tuesday,0,April,2022,Q2
2022-04-27,206.23,34.5,1291.01,Electronics,West,Wednesday,0,April,2022,Q2
2022-04-28,160.71,31.1,1286.52,Home,South,Thursday,0,April,2022,Q2
2022-04-29,159.46,34.2,1308.87,Electronics,Central,Friday,0,April,2022,Q2
2022-04-30,171.31,34.4,590.78,Sports,Central,Saturday,1,April,2022,Q2
2022-05-01,191.6,33.6,1211.12,Home,Central,Sunday,1,May,2022,Q2
2022-05-02,204.03,29.6,1024.17,Electronics,East,Monday,0,May,2022,Q2
2022-05-03,220.92,34.3,928.6,Electronics,Central,Tuesday,0,May,2022,Q2
2022-05-04,210.0,39.0,1193.73,Clothing,South,Wednesday,0,May,2022,Q2
2022-05-05,176.64,33.4,1293.36,Books,East,Thursday,0,May,2022,Q2
2022-05-06,172.03,23.6,1102.92,Sports,Central,Friday,0,May,2022,Q2
2022-05-07,197.32,36.1,826.7,Clothing,East,Saturday,1,May,2022,Q2
2022-05-08,205.36,30.1,680.84,Clothing,South,Sunday,1,May,2022,Q2
2022-05-09,228.38,38.8,260.93,Clothing,Central,Monday,0,May,2022,Q2
2022-05-10,219.94,32.2,865.49,Home,North,Tuesday,0,May,2022,Q2
2022-05-11,186.21,26.7,912.43,Sports,South,Wednesday,0,May,2022,Q2
2022-05-12,199.69,25.4,744.89,Clothing,West,Thursday,0,May,2022,Q2
2022-05-13,196.23,36.0,921.79,Home,West,Friday,0,May,2022,Q2
2022-05-14,180.38,34.5,442.07,Home,South,Saturday,1,May,2022,Q2
2022-05-15,196.98,37.7,644.36,Books,West,Sunday,1,May,2022,Q2
2022-05-16,211.22,30.9,602.61,Books,South,Monday,0,May,2022,Q2
2022-05-17,204.35,30.5,606.41,Sports,North,Tuesday,0,May,2022,Q2
2022-05-18,188.39,29.4,839.58,Home,South,Wednesday,0,May,2022,Q2
2022-05-19,182.78,28.3,564.51,Electronics,Central,Thursday,0,May,2022,Q2
2022-05-20,153.76,29.0,508.03,Sports,Central,Friday,0,May,2022,Q2
2022-05-21,155.39,30.6,363.26,Clothing,East,Saturday,1,May,2022,Q2
2022-05-22,164.4,27.2,802.12,Electronics,West,Sunday,1,May,2022,Q2
2022-05-23,179.68,24.5,238.23,Clothing,West,Monday,0,May,2022,Q2
2022-05-24,181.36,29.8,404.25,Sports,South,Tuesday,0,May,2022,Q2
2022-05-25,183.19,26.5,846.38,Electronics,West,Wednesday,0,May,2022,Q2
2022-05-26,144.27,19.2,596.39,Clothing,Central,Thursday,0,May,2022,Q2
2022-05-27,148.3,30.4,496.27,Clothing,North,Friday,0,May,2022,Q2
2022-05-28,157.81,25.2,504.64,Electronics,South,Saturday,1,May,2022,Q2
2022-05-29,188.84,30.3,313.46,Electronics,West,Sunday,1,May,2022,Q2
2022-05-30,215.13,30.0,493.89,Sports,Central,Monday,0,May,2022,Q2
2022-05-31,183.13,28.7,444.88,Sports,East,Tuesday,0,May,2022,Q2
2022-06-01,170.58,35.1,560.4,Electronics,West,Wednesday,0,June,2022,Q2
2022-06-02,173.07,27.0,235.16,Sports,North,Thursday,0,June,2022,Q2
2022-06-03,168.36,26.3,630.17,Sports,North,Friday,0,June,2022,Q2
2022-06-04,193.45,29.0,770.31,Clothing,West,Saturday,1,June,2022,Q2
2022-06-05,200.53,26.6,544.72,Home,West,Sunday,1,June,2022,Q2
2022-06-06,203.89,30.0,735.41,Books,Central,Monday,0,June,2022,Q2
2022-06-07,211.03,22.5,690.5,Clothing,West,Tuesday,0,June,2022,Q2
2022-06-08,201.52,22.3,531.12,Electronics,East,Wednesday,0,June,2022,Q2
2022-06-09,183.35,28.1,466.9,Books,Central,Thursday,0,June,2022,Q2
2022-06-10,176.08,22.1,522.43,Home,South,Friday,0,June,2022,Q2
2022-06-11,191.61,27.2,793.62,Electronics,East,Saturday,1,June,2022,Q2
2022-06-12,208.51,26.2,754.04,Home,Central,Sunday,1,June,2022,Q2
2022-06-13,219.45,22.8,1051.65,Clothing,Central,Monday,0,June,2022,Q2
2022-06-14,205.79,25.7,987.16,Sports,North,Tuesday,0,June,2022,Q2
2022-06-15,179.18,20.7,1019.94,Clothing,Central,Wednesday,0,June,2022,Q2
2022-06-16,163.63,21.1,948.66,Electronics,East,Thursday,0,June,2022,Q2
2022-06-17,167.2,23.1,737.97,Home,West,Friday,0,June,2022,Q2
2022-06-18,154.64,23.8,1030.19,Clothing,East,Saturday,1,June,2022,Q2
2022-06-19,180.85,22.4,1012.77,Electronics,South,Sunday,1,June,2022,Q2
2022-06-20,181.32,24.4,807.2,Home,Central,Monday,0,June,2022,Q2
2022-06-21,179.33,24.0,1311.58,Sports,Central,Tuesday,0,June,2022,Q2
2022-06-22,174.33,27.2,1324.41,Electronics,Central,Wednesday,0,June,2022,Q2
2022-06-23,146.53,22.1,908.99,Home,Central,Thursday,0,June,2022,Q2
2022-06-24,140.54,25.7,1043.45,Clothing,North,Friday,0,June,2022,Q2
2022-06-25,137.26,24.6,1093.38,Electronics,North,Saturday,1,June,2022,Q2
2022-06-26,176.29,28.5,1356.71,Clothing,West,Sunday,1,June,2022,Q2
2022-06-27,187.35,20.9,1363.9,Clothing,Central,Monday,0,June,2022,Q2
2022-06-28,200.48,19.8,1302.77,Sports,South,Tuesday,0,June,2022,Q2
2022-06-29,162.45,24.6,1376.17,Electronics,West,Wednesday,0,June,2022,Q2
2022-06-30,215.5,21.7,1089.8,Home,Central,Thursday,0,June,2022,Q2
2022-07-01,154.26,24.1,1447.84,Electronics,North,Friday,0,July,2022,Q3
2022-07-02,181.55,22.2,1373.83,Books,South,Saturday,1,July,2022,Q3
2022-07-03,185.4,13.5,1278.71,Home,West,Sunday,1,July,2022,Q3
2022-07-04,203.1,20.6,1126.51,Home,South,Monday,0,July,2022,Q3
2022-07-05,205.45,20.2,1454.79,Electronics,Central,Tuesday,0,July,2022,Q3
2022-07-06,188.19,19.4,1534.98,Clothing,East,Wednesday,0,July,2022,Q3
2022-07-07,168.37,18.3,1135.03,Electronics,South,Thursday,0,July,2022,Q3
2022-07-08,172.55,13.7,1488.85,Books,South,Friday,0,July,2022,Q3
2022-07-09,193.23,20.9,1516.85,Clothing,North,Saturday,1,July,2022,Q3
2022-07-10,190.02,19.1,1386.42,Home,Central,Sunday,1,July,2022,Q3
2022-07-11,212.26,21.0,1575.66,Home,South,Monday,0,July,2022,Q3
2022-07-12,199.29,12.8,1473.16,Clothing,Central,Tuesday,0,July,2022,Q3
2022-07-13,201.26,18.7,1553.9,Home,North,Wednesday,0,July,2022,Q3
2022-07-14,156.61,16.3,1599.25,Home,Central,Thursday,0,July,2022,Q3
2022-07-15,160.17,17.1,1592.11,Home,North,Friday,0,July,2022,Q3
2022-07-16,177.83,15.8,1678.89,Clothing,North,Saturday,1,July,2022,Q3
2022-07-17,204.38,17.8,1531.26,Clothing,West,Sunday,1,July,2022,Q3
2022-07-18,196.16,15.5,1353.99,Electronics,Central,Monday,0,July,2022,Q3
2022-07-19,184.77,12.6,1303.45,Sports,East,Tuesday,0,July,2022,Q3
2022-07-20,191.08,15.7,1201.86,Home,West,Wednesday,0,July,2022,Q3
2022-07-21,140.06,14.6,1424.24,Clothing,North,Thursday,0,July,2022,Q3
2022-07-22,127.05,14.7,1635.83,Books,East,Friday,0,July,2022,Q3
2022-07-23,209.04,5.2,1275.64,Electronics,South,Saturday,1,July,2022,Q3
2022-07-24,170.58,16.5,1411.32,Sports,South,Sunday,1,July,2022,Q3
2022-07-25,176.33,13.3,1143.44,Books,West,Monday,0,July,2022,Q3
2022-07-26,190.53,10.0,1303.92,Sports,East,Tuesday,0,July,2022,Q3
2022-07-27,171.66,16.5,1486.61,Sports,Central,Wednesday,0,July,2022,Q3
2022-07-28,149.96,15.5,1340.62,Clothing,East,Thursday,0,July,2022,Q3
2022-07-29,141.48,12.3,856.85,Electronics,West,Friday,0,July,2022,Q3
2022-07-30,176.81,9.6,1251.96,Home,Central,Saturday,1,July,2022,Q3
2022-07-31,195.28,13.4,1227.2,Clothing,Central,Sunday,1,July,2022,Q3
2022-08-01,202.17,13.0,1104.28,Electronics,South,Monday,0,August,2022,Q3
2022-08-02,221.42,15.2,1168.38,Sports,East,Tuesday,0,August,2022,Q3
2022-08-03,180.24,10.8,833.3,Clothing,Central,Wednesday,0,August,2022,Q3
2022-08-04,163.5,15.5,977.77,Books,West,Thursday,0,August,2022,Q3
2022-08-05,171.15,10.1,1152.45,Sports,South,Friday,0,August,2022,Q3
2022-08-06,191.21,7.5,1100.03,Sports,Central,Saturday,1,August,2022,Q3
2022-08-07,213.75,7.9,971.79,Sports,East,Sunday,1,August,2022,Q3
2022-08-08,,10.9,652.39,Sports,South,Monday,0,August,2022,Q3
2022-08-09,224.65,10.7,588.54,Sports,East,Tuesday,0,August,2022,Q3
2022-08-10,193.49,11.7,788.17,Home,East,Wednesday,0,August,2022,Q3
2022-08-11,204.69,10.2,771.2,Electronics,East,Thursday,0,August,2022,Q3
2022-08-12,184.87,13.2,686.03,Sports,South,Friday,0,August,2022,Q3
2022-08-13,206.46,9.3,517.65,Sports,Central,Saturday,1,August,2022,Q3
2022-08-14,214.41,3.9,740.06,Clothing,North,Sunday,1,August,2022,Q3
2022-08-15,224.36,9.4,650.46,Electronics,Central,Monday,0,August,2022,Q3
2022-08-16,219.39,3.5,663.96,Home,South,Tuesday,0,August,2022,Q3
2022-08-17,200.19,10.2,704.17,Electronics,North,Wednesday,0,August,2022,Q3
2022-08-18,184.19,12.3,512.26,Books,North,Thursday,0,August,2022,Q3
2022-08-19,185.04,6.0,452.85,Books,North,Friday,0,August,2022,Q3
2022-08-20,182.67,13.1,757.92,Electronics,West,Saturday,1,August,2022,Q3
2022-08-21,203.67,11.2,373.0,Home,South,Sunday,1,August,2022,Q3
2022-08-22,205.52,12.1,421.02,Electronics,West,Monday,0,August,2022,Q3
2022-08-23,216.54,8.9,754.45,Home,North,Tuesday,0,August,2022,Q3
2022-08-24,179.93,5.2,393.33,Clothing,West,Wednesday,0,August,2022,Q3
2022-08-25,189.91,10.3,480.58,Home,West,Thursday,0,August,2022,Q3
2022-08-26,169.12,6.0,417.91,Clothing,South,Friday,0,August,2022,Q3
2022-08-27,168.13,8.1,146.09,Electronics,East,Saturday,1,August,2022,Q3
2022-08-28,203.73,7.0,482.93,Clothing,West,Sunday,1,August,2022,Q3
2022-08-29,209.59,10.8,312.73,Electronics,West,Monday,0,August,2022,Q3
2022-08-30,224.48,9.5,575.39,Home,North,Tuesday,0,August,2022,Q3
2022-08-31,197.7,6.9,757.54,Electronics,North,Wednesday,0,August,2022,Q3
2022-09-01,205.93,1.2,107.77,Clothing,North,Thursday,0,September,2022,Q3
2022-09-02,173.75,5.0,485.6,Sports,Central,Friday,0,September,2022,Q3
2022-09-03,202.79,8.9,675.95,Sports,West,Saturday,1,September,2022,Q3
2022-09-04,204.04,7.5,169.32,Sports,North,Sunday,1,September,2022,Q3
2022-09-05,226.52,2.0,895.68,Books,South,Monday,0,September,2022,Q3
2022-09-06,248.91,1.0,728.65,Electronics,Central,Tuesday,0,September,2022,Q3
2022-09-07,235.8,6.9,895.25,Electronics,East,Wednesday,0,September,2022,Q3
2022-09-08,218.23,3.0,593.32,Home,West,Thursday,0,September,2022,Q3
2022-09-09,201.5,3.2,646.38,Sports,West,Friday,0,September,2022,Q3
2022-09-10,221.93,8.0,733.08,Books,South,Saturday,1,September,2022,Q3
2022-09-11,239.54,9.5,1224.27,Electronics,East,Sunday,1,September,2022,Q3
2022-09-12,238.07,3.6,1092.61,Clothing,East,Monday,0,September,2022,Q3
2022-09-13,259.59,5.6,888.65,Electronics,Central,Tuesday,0,September,2022,Q3
2022-09-14,,5.4,946.92,Sports,West,Wednesday,0,September,2022,Q3
2022-09-15,207.52,5.1,1057.39,Home,North,Thursday,0,September,2022,Q3
2022-09-16,204.06,5.6,1443.43,Electronics,South,Friday,0,September,2022,Q3
2022-09-17,214.57,7.7,1076.54,Clothing,South,Saturday,1,September,2022,Q3
2022-09-18,207.4,3.4,1044.07,Home,South,Sunday,1,September,2022,Q3
2022-09-19,234.37,0.8,1001.87,Sports,South,Monday,0,September,2022,Q3
2022-09-20,224.7,10.4,1150.94,Electronics,North,Tuesday,0,September,2022,Q3
